Date,Open Price,High Price,Low Price,Close Price,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open
12-February-2025,1691.00,1711.60,1681.55,1707.05,1693.952346429467696511,143452,5676,243000852.00,93144,64.93,30.05,16.05
11-February-2025,1706.00,1710.55,1688.20,1699.90,1700.658845909955611921,395827,10715,673166689.00,144616,36.54,22.35,-6.10
10-February-2025,1715.30,1723.75,1708.90,1715.40,1714.977162411160831797,189950,7676,325759912.00,85524,45.02,14.85,0.10
7-February-2025,1750.55,1767.40,1725.10,1732.10,1742.440239330439433056,368361,14035,641847029.00,235096,63.82,42.30,-18.45
6-February-2025,1735.35,1747.45,1724.05,1744.70,1733.658784576949703518,166115,4696,287986729.00,108045,65.04,23.40,9.35
5-February-2025,1731.05,1744.00,1718.70,1737.50,1731.988316729032623421,229559,11248,397593506.00,121272,52.83,25.30,6.45
4-February-2025,1690.00,1726.00,1680.20,1722.25,1708.247925777945755268,333378,16030,569492277.00,132631,39.78,45.80,32.25
3-February-2025,1670.00,1686.65,1665.05,1680.15,1680.480266265836375348,116425,4705,195649915.00,51886,44.57,21.60,10.15
1-February-2025,1697.05,1712.60,1676.25,1689.85,1694.276582026973326737,246614,10840,417832325.00,104048,42.19,36.35,-7.20
31-January-2025,1688.95,1703.75,1684.05,1699.25,1691.491679650312808356,1956949,13427,3310162951.00,1813256,92.66,19.70,10.30
30-January-2025,1677.35,1696.30,1673.55,1692.10,1684.715480036499050531,81098,5265,136627056.00,26869,33.13,22.75,14.75
29-January-2025,1675.00,1681.30,1668.85,1677.10,1675.024960698899569187,166662,7429,279163010.00,79530,47.72,12.45,2.10
28-January-2025,1644.00,1684.00,1644.00,1670.55,1669.528801794557074533,425286,14794,710027226.00,76570,18.00,40.00,26.55
27-January-2025,1640.00,1641.60,1626.40,1629.70,1632.959423017339315837,87143,4684,142300983.00,48960,56.18,15.20,-10.30
24-January-2025,1663.95,1670.65,1645.00,1649.55,1660.703223908456419412,197152,15740,327410962.00,130917,66.40,25.65,-14.40
23-January-2025,1682.70,1685.00,1651.75,1664.80,1665.739165768819723568,1839586,25235,3064270449.00,1692632,92.01,33.25,-17.90
22-January-2025,1644.95,1671.85,1625.30,1665.05,1651.166329366221559666,1337581,19933,2208568710.00,1127672,84.31,46.55,20.10
21-January-2025,1660.00,1660.45,1632.75,1641.75,1645.245476082120816444,1175585,36218,1934125903.00,255093,21.70,27.70,-18.25
20-January-2025,1632.95,1660.75,1628.00,1651.25,1650.916535664211416719,258901,8958,427423942.00,182458,70.47,32.75,18.30
17-January-2025,1644.95,1650.15,1628.75,1636.70,1635.734494940683879972,183424,11010,300032964.00,84015,45.80,21.40,-8.25
16-January-2025,1655.75,1660.00,1643.25,1652.75,1651.617632826865382754,61998,4493,102396990.00,24953,40.25,16.75,-3.00
15-January-2025,1658.00,1662.65,1636.25,1642.75,1647.919355279333424395,73210,4038,120644176.00,23040,31.47,26.40,-15.25
14-January-2025,1635.00,1656.25,1635.00,1644.25,1646.135419066288232762,460142,13426,757456044.00,129361,28.11,21.25,9.25
13-January-2025,1640.00,1646.45,1624.25,1630.10,1632.082209911422044768,769153,23842,1255320928.00,603010,78.40,22.20,-9.90
10-January-2025,1670.00,1675.00,1654.15,1657.15,1668.334109648305633362,633334,6311,1056612715.00,554991,87.63,20.85,-12.85
9-January-2025,1689.65,1689.65,1658.85,1667.75,1670.699826503285556247,165421,7883,276368836.00,86591,52.35,30.80,-21.90
8-January-2025,1711.00,1712.05,1683.00,1694.15,1693.383090383638211382,251904,17799,426569974.00,137132,54.44,29.05,-16.85
7-January-2025,1710.35,1721.45,1700.00,1714.10,1712.211935487532205159,264321,9477,452573571.00,162309,61.41,21.45,3.75
6-January-2025,1739.90,1757.45,1705.00,1710.30,1717.708775358246133938,1741889,25184,2992058021.00,1507805,86.56,52.45,-29.60
3-January-2025,1794.80,1794.80,1746.30,1749.30,1756.459519914201234846,402803,14472,707507164.00,163143,40.50,48.50,-45.50
2-January-2025,1780.50,1803.00,1774.10,1793.35,1791.829617451786278849,79075,5960,141688927.00,21817,27.59,28.90,12.85
1-January-2025,1775.00,1794.40,1762.00,1782.45,1778.671294999774154207,110695,4886,196890019.00,48374,43.70,32.40,7.45
31-December-2024,1770.05,1781.35,1768.00,1772.45,1775.431337781718071951,107155,7071,190246345.00,56677,52.89,13.35,2.40
30-December-2024,1794.95,1815.00,1771.35,1778.70,1795.128739239536966763,292506,9708,525085927.00,152321,52.07,43.65,-16.25
27-December-2024,1790.25,1803.00,1789.50,1797.85,1796.865975893036782323,218692,11407,392960214.00,87774,40.14,13.50,7.60
26-December-2024,1797.50,1811.40,1781.75,1791.75,1794.301104655607369467,104648,9215,187770022.00,58381,55.79,29.65,-5.75
24-December-2024,1803.95,1806.15,1789.10,1797.65,1798.350876746494286514,196465,7339,353313005.00,117310,59.71,17.05,-6.30
23-December-2024,1780.00,1805.90,1780.00,1801.00,1799.044494984024221791,143342,11060,257878636.00,74963,52.30,25.90,21.00
20-December-2024,1787.95,1797.35,1766.90,1772.05,1780.830140930930208308,249342,14757,444035749.00,79613,31.93,30.45,-15.90
19-December-2024,1795.05,1800.20,1779.00,1793.45,1789.789353195331140775,186084,11610,333051162.00,84439,45.38,21.20,-1.60
18-December-2024,1832.50,1835.65,1807.45,1811.20,1819.211771685323322602,102823,5044,187056812.00,57316,55.74,28.20,-21.30
17-December-2024,1856.05,1862.25,1826.35,1832.85,1842.937792513574551919,104055,5675,191766892.00,43226,41.54,35.90,-23.20
16-December-2024,1863.00,1870.00,1855.10,1864.80,1863.449846365478210811,133759,8318,249253188.00,68291,51.06,14.90,1.80
13-December-2024,1855.20,1874.55,1829.00,1872.05,1862.221066428201958566,228126,8305,424821043.00,86776,38.04,45.55,16.85
12-December-2024,1849.95,1868.65,1849.35,1858.95,1858.743126993917928514,150771,7767,280244560.00,77199,51.20,19.30,9.00
11-December-2024,1865.00,1871.05,1857.00,1863.70,1863.979530140777283118,66488,4747,123932271.00,17180,25.84,14.05,-1.30
10-December-2024,1870.25,1875.00,1858.65,1868.05,1867.328236135328725365,79717,3895,148857805.00,22877,28.70,16.35,-2.20
9-December-2024,1853.05,1880.00,1849.55,1869.80,1870.827812258865367195,298070,12319,557637646.00,176492,59.21,30.45,16.75
6-December-2024,1859.75,1864.15,1843.70,1856.50,1856.751703169319638902,308836,11419,573431769.00,64003,20.72,20.45,-3.25
5-December-2024,1862.00,1879.00,1835.90,1863.80,1859.089429619027077900,204004,9282,379261680.00,79425,38.93,43.10,1.80
4-December-2024,1838.00,1865.00,1831.20,1860.05,1855.080298099467102564,470447,20960,872716961.00,270718,57.54,33.80,22.05
3-December-2024,1819.90,1837.00,1816.40,1826.85,1827.448830934329185090,292413,9945,534369795.00,134878,46.13,20.60,6.95
2-December-2024,1797.65,1808.00,1775.00,1804.55,1789.867708444825002675,177517,11579,317731946.00,78872,44.43,33.00,6.90
29-November-2024,1794.05,1804.25,1783.10,1797.65,1795.217943731636686465,473090,12476,849299657.00,150999,31.92,21.15,3.60
28-November-2024,1818.00,1836.05,1788.00,1792.90,1813.796978123841305153,215760,13656,391344836.00,73161,33.91,48.05,-25.10
27-November-2024,1787.15,1817.20,1785.30,1811.00,1802.080808034902744955,220040,9646,396529861.00,123211,55.99,31.90,23.85
26-November-2024,1800.00,1804.10,1770.00,1785.40,1784.013686923372916088,223498,6585,398723491.00,110750,49.55,34.10,-14.60
25-November-2024,1779.00,1801.90,1765.00,1784.60,1779.934494863706220173,1236300,39688,2200533016.00,722917,58.47,36.90,5.60
22-November-2024,1740.15,1753.80,1729.30,1745.95,1744.121420949569405759,437651,19256,763316484.00,154639,35.33,24.50,5.80
21-November-2024,1756.05,1758.75,1733.70,1741.95,1743.913878776897439698,182127,9504,317613803.00,82855,45.49,25.05,-14.10
19-November-2024,1715.05,1753.65,1704.00,1742.25,1737.293012582898353380,198285,8150,344479145.00,95644,48.24,49.65,27.20
18-November-2024,1706.20,1718.80,1694.60,1704.50,1708.823785658127581764,390479,18097,667259803.00,146302,37.47,24.20,-1.70
14-November-2024,1674.95,1704.60,1674.00,1693.10,1693.196461940651599367,418478,18498,708565469.00,134029,32.03,30.60,18.15
13-November-2024,1711.30,1729.00,1672.50,1681.25,1704.949817484606024851,379694,20719,647359216.00,163567,43.08,56.50,-30.05
12-November-2024,1767.20,1773.25,1708.80,1718.35,1733.135791369713770185,320337,17116,555187520.00,126543,39.50,64.45,-48.85
11-November-2024,1753.00,1782.50,1751.55,1766.60,1768.564074185368214459,1008339,39045,1783312130.00,289085,28.67,30.95,13.60
8-November-2024,1747.05,1761.45,1746.15,1754.55,1754.793270465417669507,167441,7581,293824340.00,45693,27.29,15.30,7.50
7-November-2024,1749.95,1760.10,1737.80,1746.15,1749.191223951804666074,131631,4688,230247790.00,77816,59.12,22.30,-3.80
6-November-2024,1765.20,1772.00,1745.25,1754.15,1754.073548849609068709,223185,12577,391482905.00,98034,43.92,26.75,-11.05
5-November-2024,1707.95,1762.50,1698.00,1757.95,1736.742094375289795627,280370,11140,486930381.00,114976,41.01,64.50,50.00
4-November-2024,1741.40,1743.60,1710.00,1714.05,1726.206561888896936336,345175,16349,595843350.00,157973,45.77,33.60,-27.35
1-November-2024,1748.95,1748.95,1728.75,1737.80,1739.417635788441830414,44886,6625,78075500.00,23008,51.26,20.20,-11.15
31-October-2024,1730.00,1739.65,1719.05,1734.95,1732.613359153030557650,511754,16420,886671817.00,197051,38.50,20.60,4.95
30-October-2024,1747.95,1755.00,1724.40,1735.00,1740.103028311702535458,182610,5425,317760214.00,83044,45.48,30.60,-12.95
29-October-2024,1725.10,1763.70,1725.10,1751.00,1744.058098021253844465,287101,14637,500720824.00,157485,54.85,38.60,25.90
28-October-2024,1738.80,1750.90,1728.95,1734.30,1740.347779361405983610,2396045,23411,4169951595.00,1759348,73.43,21.95,-4.50
25-October-2024,1757.00,1758.35,1729.00,1742.60,1739.879085186869522077,774016,30544,1346694250.00,399494,51.61,29.35,-14.40
24-October-2024,1737.55,1768.65,1737.55,1750.10,1758.133474433066342221,236712,8401,416171291.00,93510,39.50,31.10,12.55
23-October-2024,1702.30,1746.45,1702.30,1735.70,1737.414926187743688855,267503,9844,464763705.00,148516,55.52,44.15,33.40
22-October-2024,1729.00,1740.00,1710.95,1714.10,1722.540688333602599314,445656,24955,767660593.00,271292,60.87,29.05,-14.90
21-October-2024,1720.05,1748.20,1710.50,1728.80,1730.786741089726104671,1400462,32389,2423901061.00,340862,24.34,37.70,8.75
18-October-2024,1662.40,1691.00,1654.05,1681.15,1674.818742754471046126,371781,21371,622665787.00,147829,39.76,36.95,18.75
17-October-2024,1692.40,1698.25,1665.15,1673.35,1674.692104499109059132,351314,12649,588342782.00,230573,65.63,33.10,-19.05
16-October-2024,1677.55,1707.70,1677.55,1699.95,1699.949362034834395222,300565,12913,510945280.00,169128,56.27,30.15,22.40
15-October-2024,1692.55,1698.00,1675.65,1684.40,1683.327968352461696748,250762,10589,422114688.00,139107,55.47,22.35,-8.15
14-October-2024,1658.00,1692.00,1654.95,1688.50,1687.016605885010686955,772437,15878,1303114046.00,419199,54.27,37.05,30.50
11-October-2024,1664.00,1665.05,1643.20,1650.25,1649.733664276190132977,554980,15737,915569189.00,258850,46.64,21.85,-13.75
10-October-2024,1643.00,1665.00,1633.00,1662.30,1647.771204994876560103,314242,13922,517798919.00,153984,49.00,32.00,19.30
9-October-2024,1651.95,1656.55,1629.00,1633.70,1643.927580309872712563,488265,22609,802672300.00,293831,60.18,27.55,-18.25
8-October-2024,1619.65,1657.00,1619.65,1651.30,1644.101861631898600475,242368,15742,398477680.00,106210,43.82,37.35,31.65
7-October-2024,1654.95,1659.80,1613.40,1619.65,1628.855182132193070790,2165817,34560,3527802244.00,769261,35.52,46.40,-35.30
4-October-2024,1668.95,1690.40,1652.40,1656.80,1672.249952902509644116,1035087,43837,1730924187.00,338198,32.67,38.00,-12.15
3-October-2024,1710.05,1725.90,1673.80,1682.15,1724.663090542834744054,4622696,13175,7972593170.00,4492403,97.18,52.10,-27.90
1-October-2024,1724.10,1742.00,1720.05,1726.15,1726.365800771932867860,115295,7677,199041345.00,46510,40.34,21.95,2.05
30-September-2024,1751.00,1752.00,1724.00,1732.00,1734.758519584054981681,725769,30496,1259033956.00,211245,29.11,28.00,-19.00
27-September-2024,1778.10,1778.10,1750.00,1752.85,1760.431808890170375566,232369,10989,409069779.00,85260,36.69,28.10,-25.25
26-September-2024,1778.80,1787.80,1768.10,1782.30,1776.731745402421543810,327890,12908,582572572.00,185849,56.68,19.70,3.50
25-September-2024,1762.65,1787.90,1760.90,1778.85,1769.543956354897698217,3498766,26532,6191220230.00,3326804,95.08,27.00,16.20
24-September-2024,1764.00,1781.80,1754.00,1768.45,1769.729162163244065489,249810,14837,442096042.00,113339,45.37,27.80,4.45
23-September-2024,1742.20,1766.65,1739.95,1759.25,1756.466232309135698614,979531,45016,1720513125.00,551569,56.31,26.70,17.05
20-September-2024,1715.25,1745.00,1707.55,1742.15,1733.247211486178670624,1837269,41274,3184441371.00,478350,26.04,37.45,26.90
19-September-2024,1696.00,1718.90,1696.00,1708.15,1711.444969135237118311,272965,13374,467164576.00,172584,63.23,22.90,12.15
18-September-2024,1671.00,1698.80,1671.00,1694.35,1691.077607936799559066,272150,15944,460226771.00,154517,56.78,27.80,23.35
17-September-2024,1672.55,1677.00,1663.85,1668.70,1668.585146759279611963,341205,14723,569329595.00,207210,60.73,13.15,-3.85
16-September-2024,1660.60,1677.65,1660.60,1671.00,1671.190445927089806878,426415,14831,712620674.00,88601,20.78,17.05,10.40
13-September-2024,1672.00,1674.00,1657.15,1665.35,1663.148436394191775651,445093,15364,740255727.00,86067,19.34,16.85,-6.65
12-September-2024,1648.30,1669.50,1647.35,1666.00,1658.168038260561509166,564550,27783,936118766.00,372891,66.05,22.15,17.70
11-September-2024,1650.00,1652.20,1639.10,1644.35,1646.574707712574642711,230766,12213,379973459.00,147551,63.94,13.10,-5.65
10-September-2024,1652.40,1654.00,1638.00,1650.60,1647.389152066397194523,287723,15859,473991749.00,181397,63.05,16.00,-1.80
9-September-2024,1638.20,1649.70,1629.65,1647.50,1641.502809362623606559,555998,17201,912672279.00,303088,54.51,20.05,9.30
6-September-2024,1640.80,1647.05,1634.00,1637.00,1638.915660592778866076,761127,21398,1247422960.00,178007,23.39,13.05,-3.80
5-September-2024,1643.30,1649.90,1641.80,1645.25,1645.728313734916229442,266263,12415,438196558.00,168721,63.37,8.10,1.95
4-September-2024,1637.00,1643.70,1631.60,1641.95,1639.309827444481491629,302917,13456,496574815.00,186909,61.70,12.10,4.95
3-September-2024,1635.05,1639.95,1624.85,1637.80,1630.268270932995962977,227643,5482,371119160.00,153594,67.47,15.10,2.75
2-September-2024,1645.70,1645.70,1620.20,1626.15,1628.291286499982484466,942021,24218,1533884586.00,239481,25.42,25.50,-19.55
30-August-2024,1655.00,1660.75,1622.95,1632.95,1636.213767519256840871,1281233,25176,2096371074.00,631464,49.29,37.80,-22.05
29-August-2024,1642.00,1644.40,1631.15,1638.50,1637.267386353683104142,1096032,18980,1794497448.00,851933,77.73,13.25,-3.50
28-August-2024,1635.60,1640.20,1630.25,1636.40,1635.562685696831699664,108039,3734,176704557.00,63711,58.97,9.95,0.80
27-August-2024,1640.85,1647.35,1632.20,1637.05,1639.020794394413832722,123591,6156,202568219.00,48363,39.13,15.15,-3.80
26-August-2024,1631.05,1647.55,1631.05,1639.60,1641.153979337571299359,1173047,28028,1925150752.00,440271,37.53,16.50,8.55
23-August-2024,1634.00,1634.85,1622.95,1625.60,1627.730446655227847210,739004,20934,1202899311.00,263903,35.71,11.90,-8.40
22-August-2024,1632.00,1638.00,1628.10,1631.75,1633.179822888009799393,448191,13467,731976498.00,281308,62.77,9.90,-0.25
21-August-2024,1626.50,1634.35,1618.00,1626.50,1625.018359759291673587,156538,6689,254377124.00,81584,52.12,16.35,0.00
20-August-2024,1629.95,1645.80,1628.15,1637.40,1639.795916410605278897,438046,16793,718306042.00,245647,56.08,17.65,7.45
19-August-2024,1635.75,1637.05,1623.15,1631.55,1628.997781319753644194,595399,18260,969903650.00,206233,34.64,13.90,-4.20
16-August-2024,1622.00,1634.60,1611.60,1632.35,1627.318743441145725723,977686,24931,1591006753.00,361995,37.03,23.00,10.35
14-August-2024,1607.90,1613.55,1603.10,1607.90,1607.782120458459839009,305981,14389,491950781.00,151274,49.44,10.45,0.00
13-August-2024,1628.00,1631.55,1601.20,1603.60,1612.161949635314009114,970561,50123,1564701514.00,589562,60.74,30.35,-24.40
12-August-2024,1641.25,1675.60,1641.25,1661.05,1662.653362896303348871,1536607,37214,2554844796.00,444615,28.93,34.35,19.80
9-August-2024,1655.95,1662.50,1646.10,1649.50,1653.491932460877481329,485526,17882,802813324.00,206310,42.49,16.40,-6.45
8-August-2024,1627.30,1652.95,1619.00,1642.10,1639.666568057598576765,490151,20233,803684208.00,253180,51.65,33.95,14.80
7-August-2024,1620.95,1628.50,1603.00,1624.90,1618.438962169300259607,133278,6241,215702308.00,38753,29.08,25.50,3.95
6-August-2024,1621.25,1632.85,1593.20,1601.00,1610.554643871637249470,227418,9499,366269116.00,103043,45.31,39.65,-20.25
5-August-2024,1626.00,1645.70,1601.20,1615.15,1618.470875570610259699,2241898,65801,3628446619.00,718318,32.04,44.50,-10.85
2-August-2024,1631.00,1670.10,1631.00,1659.55,1658.802882479773604116,1602856,51221,2658822153.00,705192,44.00,39.10,28.55
1-August-2024,1621.40,1649.00,1619.00,1640.40,1633.400013287354074140,797751,26304,1303046494.00,450614,56.49,30.00,19.00
31-July-2024,1618.95,1627.50,1609.50,1617.05,1618.624859745545138162,157749,6722,255336453.00,50249,31.85,18.00,-1.90
30-July-2024,1603.00,1634.35,1600.00,1615.30,1617.057301802493705630,748685,25309,1210666546.00,334636,44.70,34.35,12.30
29-July-2024,1610.20,1631.70,1598.20,1606.75,1608.944120739095397629,2444610,47993,3933240887.00,314310,12.86,33.50,-3.45
26-July-2024,1603.95,1621.90,1596.55,1617.80,1614.071957084537968350,1012409,23665,1634100976.00,280296,27.69,25.35,13.85
25-July-2024,1594.30,1624.85,1594.30,1616.30,1613.057395127815563159,422562,17594,681616759.00,196896,46.60,30.55,22.00
24-July-2024,1615.75,1621.00,1588.50,1604.70,1603.518795188979885549,262647,20169,421159401.00,99072,37.72,32.50,-11.05
23-July-2024,1649.95,1649.95,1604.75,1618.00,1625.186405231460426399,290244,14521,471700603.00,101464,34.96,45.20,-31.95
22-July-2024,1615.05,1650.75,1613.00,1640.80,1639.017277426025667440,1582238,35317,2593315419.00,468638,29.62,37.75,25.75
19-July-2024,1618.50,1623.60,1603.15,1607.10,1609.033751262789697719,672123,20964,1081468592.00,214420,31.90,20.45,-11.40
18-July-2024,1607.40,1623.90,1598.85,1614.50,1613.418069643417337655,516402,25850,833172318.00,236145,45.73,25.05,7.10
16-July-2024,1620.00,1626.80,1617.00,1619.90,1622.600617196030954754,315945,15409,512652552.00,164080,51.93,9.80,-0.10
15-July-2024,1622.20,1630.00,1615.20,1622.10,1622.097516172772738964,1403439,43022,2276514916.00,378493,26.97,14.80,-0.10
12-July-2024,1622.00,1638.00,1611.30,1624.35,1627.626218832268558109,954192,28621,1553067917.00,186722,19.57,26.70,2.35
11-July-2024,1625.95,1625.95,1601.00,1621.70,1611.580396327243915733,711836,35430,1147180943.00,322881,45.36,24.95,-4.25
10-July-2024,1636.45,1640.00,1621.00,1626.25,1628.403742583015890749,653399,28982,1063997377.00,401553,61.46,19.00,-10.20
9-July-2024,1629.95,1646.80,1623.25,1636.50,1639.360925061236987140,209024,8534,342665778.00,74972,35.87,23.55,6.55
8-July-2024,1641.95,1655.00,1626.85,1634.90,1638.219441382064710686,1504821,49068,2465227018.00,597961,39.74,28.15,-7.05
5-July-2024,1688.95,1688.95,1642.05,1648.10,1653.959532802036405050,1763107,55310,2916107630.00,718699,40.76,46.90,-40.85
4-July-2024,1760.00,1760.00,1724.15,1726.60,1735.453688281971296151,978057,19951,1697372628.00,687084,70.25,35.85,-33.40
3-July-2024,1789.00,1791.90,1765.20,1768.35,1779.146447954446729783,764292,24101,1359787397.00,292274,38.24,26.70,-20.65
2-July-2024,1715.00,1734.90,1703.00,1730.55,1723.866697343312265695,369445,14512,636873932.00,145367,39.35,31.90,15.55
1-July-2024,1682.00,1707.75,1680.75,1704.75,1701.297561309119978121,950715,33710,1617449111.00,182862,19.23,27.00,22.75
28-June-2024,1697.95,1706.10,1678.80,1683.55,1692.964296007698265543,1065175,42595,1803303244.00,337635,31.70,27.30,-14.40
27-June-2024,1698.40,1713.00,1687.00,1696.50,1698.853531756255019928,263948,10360,448408992.00,70395,26.67,26.00,-1.90
26-June-2024,1709.60,1710.70,1691.10,1699.50,1702.070880778353520131,372273,12577,633635033.00,171817,46.15,19.60,-10.10
25-June-2024,1672.10,1717.10,1672.00,1710.90,1701.554642388191928620,1517064,39123,2581367292.00,768962,50.69,45.10,38.80
24-June-2024,1649.95,1675.75,1645.70,1672.10,1667.751741077706332706,1841819,49295,3071696844.00,412423,22.39,30.05,22.15
21-June-2024,1673.00,1673.55,1642.90,1665.40,1656.525752832359236821,1403865,39248,2325538526.00,299616,21.34,30.65,-7.60
20-June-2024,1663.05,1681.20,1651.50,1669.00,1666.809698469664687249,987496,34476,1645967910.00,565120,57.23,29.70,5.95
19-June-2024,1611.00,1669.95,1603.90,1658.00,1644.287549297240277654,2383247,84180,3918743369.00,1646811,69.10,66.05,47.00
18-June-2024,1595.00,1610.65,1589.15,1608.75,1603.466502053959192414,765838,30321,1227995579.00,562063,73.39,21.50,13.75
14-June-2024,1582.05,1599.70,1578.75,1597.45,1595.230479253588506957,1955061,51058,3118772896.00,752095,38.47,20.95,15.40
13-June-2024,1580.00,1586.00,1574.15,1580.90,1581.594574261128151251,224633,8161,355278334.00,111111,49.46,11.85,0.90
12-June-2024,1573.20,1588.00,1566.50,1573.85,1577.672209925108666980,348772,11312,550247892.00,152448,43.71,21.50,0.65
11-June-2024,1557.95,1570.85,1552.00,1564.75,1563.355392260520194544,567480,21765,887172918.00,333027,58.69,18.85,6.80
10-June-2024,1577.95,1580.50,1557.00,1561.50,1564.856587318218683064,1250266,34075,1956486986.00,179421,14.35,23.50,-16.45
7-June-2024,1560.50,1584.00,1552.60,1573.25,1573.920702517191186066,1275072,32307,2006862218.00,256283,20.10,31.40,12.75
6-June-2024,1565.00,1565.00,1546.85,1559.45,1556.686335848696150539,251256,9677,391126782.00,101218,40.28,18.15,-5.55
5-June-2024,1499.95,1559.70,1482.50,1551.30,1524.779464314092289809,440482,19893,671637908.00,158143,35.90,77.20,51.35
4-June-2024,1550.00,1559.70,1452.85,1482.75,1503.350395259324222270,985176,37800,1481064729.00,288635,29.30,106.85,-67.25
3-June-2024,1587.05,1597.00,1555.00,1572.10,1567.487269966489126043,2049484,41026,3212540080.00,521710,25.46,42.00,-14.95
31-May-2024,1519.90,1535.00,1514.50,1530.85,1526.586329548162254877,1099554,37025,1678564105.00,293249,26.67,20.50,10.95
30-May-2024,1500.00,1524.00,1498.25,1514.60,1514.587399034548148854,335387,14992,507972924.00,173133,51.62,25.75,14.60
29-May-2024,1523.55,1523.85,1501.70,1507.85,1510.082960720814715344,1318841,23437,1991559322.00,1119840,84.91,22.15,-15.70
28-May-2024,1527.95,1535.45,1524.90,1530.50,1531.063306826396777858,600346,25493,919167732.00,401238,66.83,10.55,2.55
27-May-2024,1523.35,1544.95,1519.00,1527.95,1533.281697376069647033,1035622,27972,1587900258.00,306847,29.63,25.95,4.60
24-May-2024,1489.45,1519.95,1487.10,1516.65,1511.188643497966082805,592207,19037,894936493.00,147099,24.84,32.85,27.20
23-May-2024,1458.00,1495.00,1457.60,1492.20,1478.612999341468417473,833673,36285,1232679735.00,527556,63.28,37.40,34.20
22-May-2024,1462.10,1465.70,1449.00,1459.75,1455.569871376918973386,168710,9064,245569193.00,80990,48.01,16.70,-2.35
21-May-2024,1454.00,1469.75,1454.00,1458.40,1460.163472106211808150,181976,7833,265714708.00,84674,46.53,15.75,4.40
18-May-2024,1464.25,1468.95,1463.30,1465.40,1465.136416793357502046,68408,4978,100227052.00,51945,75.93,5.65,1.15
17-May-2024,1455.00,1468.00,1449.00,1464.90,1462.857471460214687340,692542,16874,1013090239.00,176050,25.42,19.00,9.90
16-May-2024,1442.55,1462.00,1436.00,1460.15,1449.437623546590822408,458835,23197,665052712.00,228985,49.91,26.00,17.60
15-May-2024,1459.60,1459.60,1436.00,1438.85,1443.773001952805015149,531031,38255,766688221.00,281025,52.92,23.60,-20.75
14-May-2024,1450.65,1465.30,1450.15,1461.80,1459.662974512470623047,351466,16397,513021907.00,179447,51.06,15.15,11.15
13-May-2024,1432.90,1460.45,1430.15,1455.80,1454.314580821900162413,931573,25364,1354800197.00,127900,13.73,30.30,22.90
10-May-2024,1441.00,1452.15,1432.00,1437.60,1440.042955219297824772,833752,48926,1200638694.00,300642,36.06,20.15,-3.40
9-May-2024,1490.00,1490.00,1445.55,1448.30,1464.261064340900729326,184828,12194,270636444.00,111484,60.32,44.45,-41.70
8-May-2024,1496.00,1496.65,1480.55,1482.20,1487.453502488498255139,446454,32033,664079566.00,260120,58.26,16.10,-13.80
7-May-2024,1522.00,1524.05,1504.40,1506.40,1511.237883822610868207,400250,19305,604872963.00,211640,52.88,19.65,-15.60
6-May-2024,1520.05,1534.50,1518.00,1522.80,1525.404866260273752271,248692,10038,379355987.00,78988,31.76,16.50,2.75
3-May-2024,1534.40,1540.00,1507.25,1518.65,1522.322830674488360364,715787,30019,1089658892.00,265298,37.06,32.75,-15.75
2-May-2024,1520.45,1537.20,1520.05,1533.00,1531.101602635131051433,198548,7648,303997161.00,90205,45.43,17.15,12.55
30-April-2024,1530.00,1539.40,1514.40,1517.05,1527.004569384720491902,248830,8837,379964547.00,135951,54.64,25.00,-12.95
29-April-2024,1514.00,1533.95,1506.50,1528.80,1519.732316507963259459,415345,13473,631213219.00,153720,37.01,27.45,14.80
26-April-2024,1518.35,1527.85,1505.75,1509.75,1513.044299817796153617,621831,18093,940857850.00,111505,17.93,22.10,-8.60
25-April-2024,1508.50,1519.00,1508.00,1510.65,1512.575906371537932662,194898,8735,294798019.00,97667,50.11,11.00,2.15
24-April-2024,1515.05,1521.70,1508.75,1510.95,1514.769758912925941125,153513,6422,232536850.00,70431,45.88,12.95,-4.10
23-April-2024,1520.00,1525.10,1503.10,1507.20,1511.068050254213805946,465553,21272,703482264.00,229245,49.24,22.00,-12.80
22-April-2024,1550.35,1556.50,1507.95,1512.30,1518.602764311484333097,1254779,41937,1905510858.00,546442,43.55,48.55,-38.05
19-April-2024,1487.85,1535.20,1480.55,1531.30,1522.435525849722021160,844129,24281,1285131978.00,248263,29.41,54.65,43.45
18-April-2024,1516.30,1518.85,1490.75,1494.60,1505.209576757963596134,498958,22690,751036360.00,211367,42.36,28.10,-21.70
16-April-2024,1486.95,1513.00,1482.15,1509.40,1497.370968666229441391,471153,22308,705490824.00,276123,58.61,30.85,22.45
15-April-2024,1500.00,1510.00,1492.55,1494.95,1498.514456087252845874,532613,20230,798128280.00,146733,27.55,17.45,-5.05
12-April-2024,1523.60,1530.00,1513.50,1518.90,1519.796304052269051592,931182,30046,1415206962.00,157503,16.91,16.50,-4.70
10-April-2024,1548.75,1549.30,1533.25,1535.80,1539.479203828210757409,466432,21669,718062364.00,286818,61.49,16.05,-12.95
9-April-2024,1555.55,1555.55,1540.10,1548.60,1548.079412415760735894,162632,6209,251767251.00,71083,43.71,15.45,-6.95
